Fecha,Ano,Mes,Dia,Oficina,Sitio_Desembarque,Zo_Captura,Sp_gen,Sp_nom,Pesqueria,Sp,Peso,Precio,Valor,Zona
2001-03-10,2001,3,10,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1200.0,4,4800.0,zn2
2001-03-15,2001,3,15,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,224.0,4,896.0,zn2
2001-11-07,2001,11,7,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,8153.0,2,16306.0,zn2
2001-12-13,2001,12,13,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,150.0,5,750.0,zn2
2003-05-29,2003,5,29,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1000.0,3,3000.0,zn2
2003-07-05,2003,7,5,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,363.0,6.666666667,2420.000000121,zn2
2003-10-10,2003,10,10,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,6300.0,3,18900.0,zn2
2003-10-19,2003,10,19,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,500.0,3,1500.0,zn2
2003-10-25,2003,10,25,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3500.0,3,10500.0,zn2
2003-10-29,2003,10,29,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,900.0,3,2700.0,zn2
2003-11-04,2003,11,4,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,4000.0,2.5,10000.0,zn2
2003-11-21,2003,11,21,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1500.0,3,4500.0,zn2
2003-12-10,2003,12,10,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1513.0,3,4539.0,zn2
2004-04-24,2004,4,24,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,600.0,4,2400.0,zn2
2004-04-26,2004,4,26,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1250.0,5,6250.0,zn2
2004-05-06,2004,5,6,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,500.0,3,1500.0,zn2
2004-05-14,2004,5,14,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,600.0,4,2400.0,zn2
2004-07-11,2004,7,11,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,250.0,6,1500.0,zn2
2004-07-17,2004,7,17,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,500.0,6,3000.0,zn2
2004-07-21,2004,7,21,SAN CARLOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,63.0,4,252.0,zn2
2004-08-11,2004,8,11,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,800.0,6,4800.0,zn2
2004-09-01,2004,9,1,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3000.0,7,21000.0,zn2
2004-09-16,2004,9,16,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,500.0,6,3000.0,zn2
2004-10-01,2004,10,1,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,4000.0,4.75,19000.0,zn2
2004-10-05,2004,10,5,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,800.0,3.5,2800.0,zn2
2004-10-09,2004,10,9,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2250.0,4,9000.0,zn2
2004-10-12,2004,10,12,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2500.0,3.5,8750.0,zn2
2004-10-14,2004,10,14,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1290.0,4,5160.0,zn2
2004-10-19,2004,10,19,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3200.0,3.5,11200.0,zn2
2004-10-21,2004,10,21,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3200.0,4,12800.0,zn2
2004-10-23,2004,10,23,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,5000.0,4,20000.0,zn2
2004-10-28,2004,10,28,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,500.0,6,3000.0,zn2
2004-11-05,2004,11,5,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,100.0,4,400.0,zn2
2004-11-10,2004,11,10,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1000.0,7,7000.0,zn2
2005-01-14,2005,1,14,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,249.0,4,996.0,zn2
2005-04-12,2005,4,12,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1100.0,3,3300.0,zn2
2005-04-12,2005,4,12,SAN CARLOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,210.0,4,840.0,zn2
2005-04-29,2005,4,29,PUERTO ADOLFO LOPEZ MATEOS,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2000.0,5,10000.0,zn2
2005-05-21,2005,5,21,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,500.0,6,3000.0,zn2
2005-05-25,2005,5,25,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,17.0,7,119.0,zn2
2005-05-26,2005,5,26,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,29.0,7,203.0,zn2
2005-05-29,2005,5,29,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,122.0,7,854.0,zn2
2005-06-12,2005,6,12,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,6.0,7,42.0,zn2
2005-09-15,2005,9,15,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,500.0,3,1500.0,zn2
2005-09-20,2005,9,20,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,300.0,3,900.0,zn2
2005-10-08,2005,10,8,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,625.0,5,3125.0,zn2
2005-10-18,2005,10,18,CD. CONSTITUCION,,,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,59.0,5,295.0,zn2
2006-05-04,2006,5,4,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS DE JURISDICCION FEDERAL,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1800.0,3,5400.0,zn2
2006-06-01,2006,6,1,CD. CONSTITUCION,SANTA ROSA,AGUAS DE JURISDICCION FEDERAL,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,800.0,4,3200.0,zn2
2006-09-01,2006,9,1,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),AGUAS DE JURISDICCION FEDERAL,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,296.0,5,1480.0,zn2
2007-03-14,2007,3,14,CD. CONSTITUCION,ENSENADA BLANCA,BAHIA SALINAS (EN ISLA DEL CARMEN),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,10.0,9,90.0,zn2
2007-03-16,2007,3,16,CD. CONSTITUCION,SANTA ROSA,SANTA ROSA,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,70.0,9,630.0,zn2
2007-03-28,2007,3,28,CD. CONSTITUCION,ISLA MARGARITA,ISLA MARGARITA,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2.0,8,16.0,zn2
2007-05-10,2007,5,10,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1000.0,6,6000.0,zn2
2007-05-12,2007,5,12,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,11.0,6,66.0,zn2
2007-05-21,2007,5,21,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1300.0,3,3900.0,zn2
2007-05-22,2007,5,22,CD. CONSTITUCION,SANTA ROSA,AGUAS LITORALES (CD. CONSTITUCION),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1500.0,4,6000.0,zn2
2007-05-25,2007,5,25,CD. CONSTITUCION,P.EL CHICHARRON,AGUAS LITORALES (CD. CONSTITUCION),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,500.0,5,2500.0,zn2
2007-05-30,2007,5,30,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2500.0,5,12500.0,zn2
2007-06-08,2007,6,8,CD. CONSTITUCION,SANTA ROSA,AGUAS LITORALES (CD. CONSTITUCION),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,150.0,3,450.0,zn2
2007-06-09,2007,6,9,CD. CONSTITUCION,SANTA ROSA,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,8000.0,5,40000.0,zn2
2007-06-17,2007,6,17,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,100.0,3,300.0,zn2
2007-06-20,2007,6,20,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,PUERTO ADOLFO LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,240.0,3,720.0,zn2
2007-06-27,2007,6,27,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,117.0,8,936.0,zn2
2007-06-29,2007,6,29,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,130.0,9,1170.0,zn2
2007-07-10,2007,7,10,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (CD. CONSTITUCION),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1400.0,2,2800.0,zn2
2007-07-18,2007,7,18,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,160.0,8,1280.0,zn2
2007-07-21,2007,7,21,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,102.0,8,816.0,zn2
2007-07-25,2007,7,25,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,403.0,7.333333333,2955.333333199,zn2
2007-07-30,2007,7,30,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,55.0,6,330.0,zn2
2007-08-01,2007,8,1,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,240.0,5,1200.0,zn2
2007-08-02,2007,8,2,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,72.0,5,360.0,zn2
2007-08-04,2007,8,4,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,43.0,6,258.0,zn2
2007-08-10,2007,8,10,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,66.0,5,330.0,zn2
2007-08-14,2007,8,14,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1975.0,6,11850.0,zn2
2007-08-18,2007,8,18,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,65.0,6,390.0,zn2
2007-08-19,2007,8,19,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,7000.0,5,35000.0,zn2
2007-08-23,2007,8,23,CD. CONSTITUCION,AGUAS LITORALES (LOPEZ MATEOS),AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,50.0,3,150.0,zn2
2007-08-23,2007,8,23,CD. CONSTITUCION,SAN ANDRESITO,PUNTA SAN ANDRESITO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,410.0,5,2050.0,zn2
2007-08-25,2007,8,25,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,20.0,5,100.0,zn2
2007-08-30,2007,8,30,CD. CONSTITUCION,SANTA ROSA,SANTA ROSA,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,850.0,6,5100.0,zn2
2007-09-12,2007,9,12,CD. CONSTITUCION,SANTA ROSA,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1500.0,5,7500.0,zn2
2007-10-03,2007,10,3,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,500.0,7,3500.0,zn2
2007-10-14,2007,10,14,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,100.0,8,800.0,zn2
2007-10-18,2007,10,18,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,80.0,3,240.0,zn2
2007-10-22,2007,10,22,CD. CONSTITUCION,SANTA ROSA,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,800.0,3,2400.0,zn2
2007-10-31,2007,10,31,CD. CONSTITUCION,SANTA ROSA,PUERTO ADOLFO LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,400.0,4,1600.0,zn2
2007-11-01,2007,11,1,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS CONTINENTALES,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1000.0,6,6000.0,zn2
2007-11-21,2007,11,21,CD. CONSTITUCION,BUENA VISTA,ESTERO BUENAVISTA,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,150.0,8,1200.0,zn2
2008-03-07,2008,3,7,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,PUERTO ADOLFO LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3000.0,6,18000.0,zn2
2008-04-09,2008,4,9,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,PUERTO ADOLFO LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,7000.0,6,42000.0,zn2
2008-04-17,2008,4,17,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,4000.0,8,32000.0,zn2
2008-04-30,2008,4,30,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2000.0,6,12000.0,zn2
2008-05-27,2008,5,27,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,4000.0,3.5,14000.0,zn2
2008-05-27,2008,5,27,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,644.0,10,6440.0,zn2
2008-05-29,2008,5,29,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3000.0,3.5,10500.0,zn2
2008-05-30,2008,5,30,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3050.0,4,12200.0,zn2
2008-05-31,2008,5,31,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,750.0,4,3000.0,zn2
2008-06-02,2008,6,2,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,600.0,4,2400.0,zn2
2008-06-04,2008,6,4,CD. CONSTITUCION,LAS BARRANCAS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2342.0,4,9368.0,zn2
2008-06-10,2008,6,10,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,4000.0,3,12000.0,zn2
2008-06-12,2008,6,12,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3132.0,4,12528.0,zn2
2008-06-13,2008,6,13,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,240.0,7,1680.0,zn2
2008-06-16,2008,6,16,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3569.0,4,14276.0,zn2
2008-06-18,2008,6,18,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1756.0,4,7024.0,zn2
2008-06-18,2008,6,18,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1500.0,7,10500.0,zn2
2008-06-24,2008,6,24,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2000.0,6,12000.0,zn2
2008-06-30,2008,6,30,CD. CONSTITUCION,SANTO DOMINGO,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1000.0,3,3000.0,zn2
2008-07-01,2008,7,1,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1950.0,4,7800.0,zn2
2008-07-02,2008,7,2,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1355.0,6,8130.0,zn2
2008-07-08,2008,7,8,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2165.0,6,12990.0,zn2
2008-07-09,2008,7,9,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1220.0,6,7320.0,zn2
2008-07-10,2008,7,10,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,935.0,4,3740.0,zn2
2008-07-12,2008,7,12,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1190.0,4,4760.0,zn2
2008-07-17,2008,7,17,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1180.0,4,4720.0,zn2
2008-07-19,2008,7,19,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,795.0,4,3180.0,zn2
2008-07-22,2008,7,22,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,800.0,4,3200.0,zn2
2008-07-24,2008,7,24,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,886.0,4,3544.0,zn2
2008-07-24,2008,7,24,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,306.0,7,2142.0,zn2
2008-07-28,2008,7,28,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,CABO SAN LAZARO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,998.0,4,3992.0,zn2
2008-08-05,2008,8,5,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,PUERTO ADOLFO LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1600.0,4,6400.0,zn2
2008-08-11,2008,8,11,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1900.0,4,7600.0,zn2
2008-08-15,2008,8,15,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,PUERTO ADOLFO LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2800.0,4,11200.0,zn2
2008-08-18,2008,8,18,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,460.0,4,1840.0,zn2
2008-08-22,2008,8,22,CD. CONSTITUCION,SANTA ROSA,SANTA ROSA,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1440.0,4,5760.0,zn2
2008-08-27,2008,8,27,CD. CONSTITUCION,ESTERO LOPEZ MATEOS,AGUAS LITORALES (LOPEZ MATEOS),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1800.0,4,7200.0,zn2
2008-08-28,2008,8,28,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),PUERTO SAN CARLOS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,132.0,5,660.0,zn2
2008-09-05,2008,9,5,CD. CONSTITUCION,SANTA ROSA,SANTA ROSA,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2150.0,4,8600.0,zn2
