Fecha,Ano,Mes,Dia,Oficina,Sitio_Desembarque,Zo_Captura,Sp_gen,Sp_nom,Pesqueria,Sp,Peso,Precio,Valor,Zona
2012-08-03,2012,8,3,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,2000.0,7.0,14000.0,zn2
2012-08-03,2012,8,3,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,4786.0,6.5,31109.0,zn2
2012-08-03,2012,8,3,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,4600.0,6.0,27600.0,zn2
2012-08-03,2012,8,3,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,150.0,6.0,900.0,zn2
2012-08-03,2012,8,3,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,150.0,6.0,900.0,zn2
2012-08-06,2012,8,6,CD. CONSTITUCION,SAN ANDRESITO,BOCANA PABELLON,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,100.0,5.0,500.0,zn2
2012-08-06,2012,8,6,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,357.0,5.0,1785.0,zn2
2012-08-06,2012,8,6,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,441.0,7.0,3087.0,zn2
2012-08-06,2012,8,6,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,3634.0,7.0,25438.0,zn2
2012-08-07,2012,8,7,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,286.0,7.0,2002.0,zn2
2012-08-07,2012,8,7,CD. CONSTITUCION,PAILABOTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,715.0,6.0,4290.0,zn2
2012-08-07,2012,8,7,CD. CONSTITUCION,PAILABOTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,715.0,6.0,4290.0,zn2
2012-08-07,2012,8,7,CD. CONSTITUCION,PAILABOTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,1428.0,6.0,8568.0,zn2
2012-08-07,2012,8,7,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,6000.0,6.0,36000.0,zn2
2012-08-07,2012,8,7,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,1000.0,6.0,6000.0,zn2
2012-08-07,2012,8,7,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1428.0,6.0,8568.0,zn2
2012-08-07,2012,8,7,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,1857.0,6.0,11142.0,zn2
2012-08-07,2012,8,7,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,571.0,6.0,3426.0,zn2
2012-08-07,2012,8,7,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,100.0,9.0,900.0,zn2
2012-08-08,2012,8,8,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,280.0,6.0,1680.0,zn2
2012-08-08,2012,8,8,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,4046.0,10.0,40460.0,zn2
2012-08-09,2012,8,9,CD. CONSTITUCION,ESTERO SAN VICENTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,71.0,6.0,426.0,zn2
2012-08-09,2012,8,9,CD. CONSTITUCION,ESTERO SAN VICENTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,71.0,5.0,355.0,zn2
2012-08-10,2012,8,10,CD. CONSTITUCION,EL CHICHARRON,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,2857.0,9.0,25713.0,zn2
2012-08-10,2012,8,10,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,171.0,5.0,855.0,zn2
2012-08-10,2012,8,10,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,1428.0,8.0,11424.0,zn2
2012-08-10,2012,8,10,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,250.0,6.0,1500.0,zn2
2012-08-10,2012,8,10,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,2000.0,6.0,12000.0,zn2
2012-08-10,2012,8,10,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,600.0,6.0,3600.0,zn2
2012-08-11,2012,8,11,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,65.0,4.0,260.0,zn2
2012-08-11,2012,8,11,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,120.0,6.0,720.0,zn2
2012-08-11,2012,8,11,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,426.0,7.0,2982.0,zn2
2012-08-11,2012,8,11,CD. CONSTITUCION,PAILABOTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1428.0,4.0,5712.0,zn2
2012-08-11,2012,8,11,CD. CONSTITUCION,PAILABOTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,5428.0,8.0,43424.0,zn2
2012-08-11,2012,8,11,CD. CONSTITUCION,PAILABOTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,1714.0,7.0,11998.0,zn2
2012-08-11,2012,8,11,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,769.0,6.0,4614.0,zn2
2012-08-11,2012,8,11,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,477.0,8.0,3816.0,zn2
2012-08-11,2012,8,11,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,3910.0,6.5,25415.0,zn2
2012-08-13,2012,8,13,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,1428.0,6.0,8568.0,zn2
2012-08-13,2012,8,13,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,1500.0,7.0,10500.0,zn2
2012-08-14,2012,8,14,CD. CONSTITUCION,EL CHICHARRON,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,714.0,6.0,4284.0,zn2
2012-08-14,2012,8,14,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,6000.0,6.0,36000.0,zn2
2012-08-14,2012,8,14,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,1000.0,6.0,6000.0,zn2
2012-08-14,2012,8,14,CD. CONSTITUCION,PUERTO SAN CARLOS (B.C.S.),CABO TOSCO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,4285.0,5.0,21425.0,zn2
2012-08-14,2012,8,14,CD. CONSTITUCION,PUERTO SAN CARLOS (B.C.S.),CABO TOSCO,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,2857.0,5.0,14285.0,zn2
2012-08-14,2012,8,14,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,571.0,5.0,2855.0,zn2
2012-08-14,2012,8,14,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,428.0,6.0,2568.0,zn2
2012-08-15,2012,8,15,CD. CONSTITUCION,PAILABOTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1428.0,6.0,8568.0,zn2
2012-08-15,2012,8,15,CD. CONSTITUCION,PAILABOTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,286.0,7.0,2002.0,zn2
2012-08-15,2012,8,15,CD. CONSTITUCION,PAILABOTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,1428.0,6.0,8568.0,zn2
2012-08-15,2012,8,15,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3000.0,6.0,18000.0,zn2
2012-08-15,2012,8,15,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,3000.0,6.0,18000.0,zn2
2012-08-15,2012,8,15,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,1481.0,7.0,10367.0,zn2
2012-08-15,2012,8,15,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,1138.0,7.0,7966.0,zn2
2012-08-15,2012,8,15,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,7218.0,7.0,50526.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,ESTERO LA HERRADURA,BAHIA MAGDALENA (B.C.S.),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,71.0,6.0,426.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,148.0,4.0,592.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,36.0,6.0,216.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,105.0,6.0,630.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,430.0,6.0,2580.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,400.0,5.0,2000.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,5000.0,6.0,30000.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,1000.0,6.0,6000.0,zn2
2012-08-16,2012,8,16,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,1000.0,5.0,5000.0,zn2
2012-08-17,2012,8,17,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,1213.0,8.0,9704.0,zn2
2012-08-17,2012,8,17,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,164.0,4.0,656.0,zn2
2012-08-17,2012,8,17,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,600.0,6.0,3600.0,zn2
2012-08-18,2012,8,18,CD. CONSTITUCION,PAILABOTE,ESTERO PAILABOTE,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,1428.0,6.0,8568.0,zn2
2012-08-18,2012,8,18,CD. CONSTITUCION,PAILABOTE,ESTERO PAILABOTE,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,1428.0,6.0,8568.0,zn2
2012-08-18,2012,8,18,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,257.0,6.0,1542.0,zn2
2012-08-20,2012,8,20,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,2000.0,6.0,12000.0,zn2
2012-08-20,2012,8,20,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,600.0,6.0,3600.0,zn2
2012-08-21,2012,8,21,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,9.0,5.0,45.0,zn2
2012-08-21,2012,8,21,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,125.0,7.0,875.0,zn2
2012-08-21,2012,8,21,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,47.0,7.0,329.0,zn2
2012-08-21,2012,8,21,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,5000.0,7.0,35000.0,zn2
2012-08-21,2012,8,21,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,214.0,5.0,1070.0,zn2
2012-08-21,2012,8,21,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,121.0,7.0,847.0,zn2
2012-08-21,2012,8,21,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,771.0,7.0,5397.0,zn2
2012-08-21,2012,8,21,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,450.0,6.0,2700.0,zn2
2012-08-21,2012,8,21,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,400.0,6.0,2400.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,214.0,6.0,1284.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,3000.0,7.0,21000.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,2000.0,7.0,14000.0,zn2
2012-08-22,2012,8,22,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,800.0,8.0,6400.0,zn2
2012-08-22,2012,8,22,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,850.0,6.0,5100.0,zn2
2012-08-23,2012,8,23,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,217.0,6.0,1302.0,zn2
2012-08-23,2012,8,23,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,283.0,6.0,1698.0,zn2
2012-08-24,2012,8,24,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,20.0,5.0,100.0,zn2
2012-08-24,2012,8,24,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,76.0,7.0,532.0,zn2
2012-08-24,2012,8,24,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,571.0,6.0,3426.0,zn2
2012-08-24,2012,8,24,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,5000.0,6.0,30000.0,zn2
2012-08-27,2012,8,27,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,5000.0,6.0,30000.0,zn2
2012-08-28,2012,8,28,CD. CONSTITUCION,EL CHICHARRON,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,6400.0,5.5,35200.0,zn2
2012-08-28,2012,8,28,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,29.0,4.0,116.0,zn2
2012-08-28,2012,8,28,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,224.0,6.0,1344.0,zn2
2012-08-28,2012,8,28,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,6.0,6.0,36.0,zn2
2012-08-28,2012,8,28,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,10000.0,7.0,70000.0,zn2
2012-08-28,2012,8,28,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,480.0,7.0,3360.0,zn2
2012-08-28,2012,8,28,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,189.0,7.0,1323.0,zn2
2012-08-28,2012,8,28,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,1539.0,7.0,10773.0,zn2
2012-08-28,2012,8,28,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,3000.0,6.0,18000.0,zn2
2012-08-28,2012,8,28,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,600.0,5.0,3000.0,zn2
2012-08-29,2012,8,29,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,214.0,9.0,1926.0,zn2
2012-08-29,2012,8,29,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,5000.0,6.0,30000.0,zn2
2012-08-29,2012,8,29,SAN CARLOS,SAN CARLOS,ALTAMAR,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,3300.0,6.0,19800.0,zn2
2012-08-30,2012,8,30,CD. CONSTITUCION,ESTERO SAN VICENTE,BOCA SANTO DOMINGO,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,143.0,7.0,1001.0,zn2
2012-08-30,2012,8,30,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,100.0,6.0,600.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,EL CHICHARRON,LAS BARRANCAS (B.C.S.),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,600.0,6.0,3600.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,2500.0,6.0,15000.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,10681.0,7.0,74767.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO CAN CUN (O PTO. ROSS),BAHIA LAS ALMEJAS,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,5000.0,6.0,30000.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,21.0,7.0,147.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,123.0,7.0,861.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,GAVILAN,TIBURONES Y RAYA,Aetobatus narinari,191.0,4.0,764.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,MANTA,TIBURONES Y RAYA,Mobula sp,781.0,5.0,3905.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),RAYA Y SIMILARES,PEZ GUITARRA,TIBURONES Y RAYA,Rhinobatos sp,120.0,6.0,720.0,zn2
